EntregaID;Dia;Mes;Anio;NombreCliente;Direccion;NombreEmpleadoEntrega;PuestoEmpleadoEntrega;CiudadEntrega;NombreProducto;Descripción;Peso;TiempoEntrega;EstadoEntrega;CostoEnvio;PrecioProducto
33;Sábado;Diciembre;2022;Lorena Sánchez;Dirección 1557;Empleado 1557;Puesto 1557;Jacaltenango; Caja con rastreo GPS; Caja con rastreo GPS;4.67;5;Pendiente;46.86;86.92
168;Viernes;Diciembre;2021;Adriana Pérez;Dirección 1558;Empleado 1558;Puesto 1558;San Marcos; Envío de productos frágiles; Envío de productos frágiles;6.16;35;Devolución;49.69;45.28
794;Miércoles;Febrero;2020;Manuel Ochoa;Dirección 1559;Empleado 1559;Puesto 1559;Guatemala City; Envío nocturno; Envío nocturno;8.22;17;Pendiente;30.84;54.11
750;Sábado;Enero;2021;Isabel Bravo;Dirección 1560;Empleado 1560;Puesto 1560;Cantel; Paquete de productos químicos; Paquete de productos químicos;6.73;63;Pendiente;14.86;68.58
477;Jueves;Junio;;Lucía Espinoza;Dirección 1561;Empleado 1561;Puesto 1561;Quetzaltenango; Paquete pequeño; Paquete pequeño;8.33;74;Devolución;13.69;53.76
815;Jueves;Noviembre;2023;Sebastián Paredes;Dirección 1562;Empleado 1562;Puesto 1562;Amatitlán; Paquete pequeño; Paquete pequeño;0.79;105;Pendiente;14.72;
577;Sábado;Julio;;Isabel González;Dirección 1563;Empleado 1563;Puesto 1563;Guatemala City; Paquete pequeño; Paquete pequeño;5.56;75;Entregado;35.01;
962;Jueves;Mayo;2021;Sofía Delgado;Dirección 1564;Empleado 1564;Puesto 1564;La Gomera; Caja con rastreo GPS; Caja con rastreo GPS;6.44;20;Recolectado;19.39;16.91
689;Lunes;Enero;2020;Manuel Torres;Dirección 1565;Empleado 1565;Puesto 1565;San Pedro Sacatepéquez; Envío de documentos; Envío de documentos;3.46;60;Pendiente;14.78;
77;Viernes;Septiembre;2020;Marta Valverde;Dirección 1566;Empleado 1566;Puesto 1566;Cantel; Envío a sucursal; Envío a sucursal;8.95;18;En Bodega;14.51;
159;Jueves;Julio;2023;Adriana Espinoza;Dirección 1567;Empleado 1567;Puesto 1567;Malacatán; Caja de muebles pequeños; Caja de muebles pequeños;0.51;33;En Bodega;25.98;40.61
927;Viernes;Octubre;;Ana Espinoza;Dirección 1568;Empleado 1568;Puesto 1568;Asunción Mita; Envío a sucursal; Envío a sucursal;5.81;94;Entregado;46.86;
895;Martes;Septiembre;2020;Lorena Prieto;Dirección 1569;Empleado 1569;Puesto 1569;Cobán; Caja con rastreo GPS; Caja con rastreo GPS;3.93;105;En Bodega;42.26;34.58
491;Sábado;Septiembre;2020;Gabriel Duarte;Dirección 1570;Empleado 1570;Puesto 1570;Santa Lucía Cotzumalguapa; Envío de juguetes; Envío de juguetes;7.53;8;Devolución;20.12;75.97
77;Domingo;Octubre;2021;Luis Fernández;Dirección 1571;Empleado 1571;Puesto 1571;Santa Lucía Cotzumalguapa; Caja de tecnología; Caja de tecnología;8.6;78;Entregado;7.82;62.53
544;Lunes;Junio;;Felipe Ochoa;Dirección 1572;Empleado 1572;Puesto 1572;Antigua Guatemala; Envío de productos frágiles; Envío de productos frágiles;7.51;67;En Bodega;32.1;17.11
837;Miércoles;Enero;2022;Marta Núñez;Dirección 1573;Empleado 1573;Puesto 1573;Sanarate; Caja de regalo; Caja de regalo;2.12;3;Devolución;16.69;80.74
720;Miércoles;Junio;2021;David Paredes;Dirección 1574;Empleado 1574;Puesto 1574;Jocotenango; Envío a domicilio; Envío a domicilio;5.12;60;Devolución;19.11;
191;Sábado;Febrero;2022;Carmen Jiménez;Dirección 1575;Empleado 1575;Puesto 1575;Antigua Guatemala; Carga peligrosa; Carga peligrosa;3.62;7;Devolución;15.36;
337;Martes;Abril;2021;Víctor Hernández;Dirección 1576;Empleado 1576;Puesto 1576;San Marcos; Envío internacional; Envío internacional;2.9;81;Entregado;27.74;32.52
907;Viernes;Enero;;Laura Fernández;Dirección 1577;Empleado 1577;Puesto 1577;Villa Canales; Envío de equipos deportivos; Envío de equipos deportivos;7.79;15;Recolectado;44.01;
767;Viernes;Septiembre;2023;Raquel Acosta;Dirección 1578;Empleado 1578;Puesto 1578;Cantel; Paquete con seguimiento; Paquete con seguimiento;0.56;31;En Bodega;27.05;
354;Sábado;Abril;2023;Víctor Ríos;Dirección 1579;Empleado 1579;Puesto 1579;Nahualá; Envío aéreo; Envío aéreo;7.04;40;Recolectado;19.14;37.12
983;Domingo;Mayo;2021;Alejandro Morales;Dirección 1580;Empleado 1580;Puesto 1580;La Gomera; Carga peligrosa; Carga peligrosa;8.48;101;Recolectado;48.81;7.36
669;Jueves;Enero;;Sofía Araya;Dirección 1581;Empleado 1581;Puesto 1581;Patzún; Envío internacional; Envío internacional;0.35;94;En Bodega;25.34;
879;Domingo;Diciembre;;Raquel Flores;Dirección 1582;Empleado 1582;Puesto 1582;Retalhuleu; Paquete de documentos legales; Paquete de documentos legales;5.23;35;Devolución;42.6;5.02
719;Lunes;Diciembre;2022;Víctor Castro;Dirección 1583;Empleado 1583;Puesto 1583;Villa Nueva; Envío a sucursal; Envío a sucursal;0.94;111;Recolectado;20.83;90.89
322;Lunes;Octubre;2020;Pedro Paredes;Dirección 1584;Empleado 1584;Puesto 1584;San Lucas Sacatepéquez; Envío de juguetes; Envío de juguetes;6.11;30;Devolución;7.77;45.55
487;Jueves;Mayo;;Daniel Ortega;Dirección 1585;Empleado 1585;Puesto 1585;Quetzaltenango; Paquete de libros; Paquete de libros;1.54;40;Entregado;29.78;27.46
568;Miércoles;Junio;2023;Andrés Ruiz;Dirección 1586;Empleado 1586;Puesto 1586;San Pablo Jocopilas; Paquete de libros; Paquete de libros;3.65;105;Devolución;20.31;95.25
79;Miércoles;Noviembre;2021;Lucía Torres;Dirección 1587;Empleado 1587;Puesto 1587;Santa Catarina Pinula; Envío urgente; Envío urgente;1.92;68;Recolectado;6.61;89.06
506;Viernes;Febrero;2020;Lucía Espinoza;Dirección 1588;Empleado 1588;Puesto 1588;Palín; Paquete sensible al calor; Paquete sensible al calor;5.17;38;Pendiente;20.13;54.59
619;Viernes;Junio;2023;Gabriel Duarte;Dirección 1589;Empleado 1589;Puesto 1589;Barberena; Envío a domicilio; Envío a domicilio;4.59;97;Pendiente;43.77;49.26
902;Jueves;Febrero;2023;Javier Vargas;Dirección 1590;Empleado 1590;Puesto 1590;San Benito; Paquete pequeño; Paquete pequeño;8.41;35;Recolectado;37.21;31.18
120;Lunes;Enero;2021;Marcela Acosta;Dirección 1591;Empleado 1591;Puesto 1591;Jalapa; Paquete sensible al calor; Paquete sensible al calor;6.74;29;Recolectado;23.16;24.65
756;Viernes;Marzo;;Carolina Castro;Dirección 1592;Empleado 1592;Puesto 1592;Chiquimula; Caja grande; Caja grande;2.39;9;En Bodega;47.83;
919;Viernes;Abril;2020;Sebastián Díaz;Dirección 1593;Empleado 1593;Puesto 1593;San Marcos;;;3.44;50;En Bodega;28.9;35.02
125;Viernes;Mayo;2022;Isabel Quirós;Dirección 1594;Empleado 1594;Puesto 1594;Sololá; Sobre grande; Sobre grande;6.04;72;En Bodega;11.6;
290;Lunes;Febrero;2021;Adriana Flores;Dirección 1595;Empleado 1595;Puesto 1595;Totonicapán; Paquete discreto; Paquete discreto;5.94;13;Recolectado;41.91;14.66
54;Miércoles;Diciembre;2022;Luis Prieto;Dirección 1596;Empleado 1596;Puesto 1596;Totonicapán; Caja de mercancía; Caja de mercancía;4.8;91;Devolución;23.84;83.56
906;Miércoles;Agosto;2023;Lucía Bravo;Dirección 1597;Empleado 1597;Puesto 1597;Amatitlán; Bulto pesado; Bulto pesado;2.6;112;Pendiente;17.07;19.76
890;Viernes;Agosto;2023;Valeria López;Dirección 1598;Empleado 1598;Puesto 1598;San Pablo Jocopilas; Caja de mercancía; Caja de mercancía;3.23;102;Devolución;13.45;83.45
939;Jueves;Febrero;2020;Lucía Ruiz;Dirección 1599;Empleado 1599;Puesto 1599;Sololá; Paquete mediano; Paquete mediano;7.8;81;Entregado;41.48;45.99
350;Lunes;Febrero;2023;Marta Quirós;Dirección 1600;Empleado 1600;Puesto 1600;La Gomera; Caja de mercancía; Caja de mercancía;0.31;120;Pendiente;11.5;
216;Miércoles;Octubre;;Javier Flores;Dirección 1601;Empleado 1601;Puesto 1601;Mazatenango; Envío en fin de semana; Envío en fin de semana;5.2;92;Pendiente;7.53;
392;Martes;Junio;;Lorena Díaz;Dirección 1602;Empleado 1602;Puesto 1602;Jacaltenango; Envío a zona remota; Envío a zona remota;9.49;48;Devolución;43.29;19.31
443;Lunes;Enero;2022;Catalina Moreno;Dirección 1603;Empleado 1603;Puesto 1603;Puerto Barrios; Envío frágil; Envío frágil;5.09;16;Devolución;45.3;68.91
623;Jueves;Mayo;2023;Elena Moreno;Dirección 1604;Empleado 1604;Puesto 1604;Santa Cruz del Quiché; Paquete con seguro; Paquete con seguro;3.88;26;Entregado;16.78;19.67
530;Lunes;Agosto;2021;Miguel Vargas;Dirección 1605;Empleado 1605;Puesto 1605;Villa Canales; Envío económico; Envío económico;4.65;114;En Bodega;31.65;79.52
30;Miércoles;Marzo;2022;Carolina García;Dirección 1606;Empleado 1606;Puesto 1606;Jocotenango; Envío a zona remota; Envío a zona remota;8.05;69;Pendiente;15.16;43.36
704;Domingo;Septiembre;;Natalia Quirós;Dirección 1607;Empleado 1607;Puesto 1607;San Pablo Jocopilas; Paquete discreto; Paquete discreto;9.99;25;En Bodega;5.23;70.99
513;Domingo;Agosto;2023;Patricia Jiménez;Dirección 1608;Empleado 1608;Puesto 1608;Asunción Mita; Envío de juguetes; Envío de juguetes;6.91;84;En Bodega;34.88;29.2
92;Martes;Mayo;2020;Isabel Díaz;Dirección 1609;Empleado 1609;Puesto 1609;Huehuetenango; Paquete de productos químicos; Paquete de productos químicos;9.73;105;Devolución;23.28;56.73
638;Viernes;Septiembre;2020;Sebastián Vargas;Dirección 1610;Empleado 1610;Puesto 1610;Cobán; Envío express; Envío express;4.02;33;En Bodega;43.37;57.56
868;Miércoles;Junio;;Paula Ruiz;Dirección 1611;Empleado 1611;Puesto 1611;Huehuetenango; Envío de productos médicos; Envío de productos médicos;3.17;63;Pendiente;45.96;
646;Martes;Mayo;2021;Clara García;Dirección 1612;Empleado 1612;Puesto 1612;Nebaj; Paquete con seguimiento; Paquete con seguimiento;0.88;91;Pendiente;21.24;93.55
368;Miércoles;Marzo;2023;Paula Duarte;Dirección 1613;Empleado 1613;Puesto 1613;Palín; Envío de alimentos perecederos; Envío de alimentos perecederos;4.88;59;Recolectado;42.6;55.14
778;Viernes;Febrero;2022;Valeria González;Dirección 1614;Empleado 1614;Puesto 1614;Santa Lucía Cotzumalguapa; Paquete pequeño; Paquete pequeño;6.49;80;En Bodega;46.12;85.64
608;Miércoles;Marzo;2022;Alejandro Castro;Dirección 1615;Empleado 1615;Puesto 1615;Mixco; Envío a zona remota; Envío a zona remota;9.15;29;Entregado;10.25;35.58
187;Lunes;Marzo;;Miguel Acosta;Dirección 1616;Empleado 1616;Puesto 1616;Patzún; Caja con rastreo GPS; Caja con rastreo GPS;1.26;67;En Bodega;41.51;48.4
824;Jueves;Octubre;2021;Rosa Flores;Dirección 1617;Empleado 1617;Puesto 1617;Chicacao; Envío de artículos de belleza; Envío de artículos de belleza;7.53;18;Devolución;24.62;11.09
521;Sábado;Marzo;2022;Ricardo Silva;Dirección 1618;Empleado 1618;Puesto 1618;San José Pinula; Bulto pesado; Bulto pesado;9.89;13;Entregado;41.86;45.07
454;Viernes;Febrero;2020;Clara Cordero;Dirección 1619;Empleado 1619;Puesto 1619;Jacaltenango; Envío de productos médicos; Envío de productos médicos;0.17;35;En Bodega;19.42;23.41
846;Martes;Junio;;Carmen Bravo;Dirección 1620;Empleado 1620;Puesto 1620;San Lucas Sacatepéquez; Envío económico; Envío económico;0.81;79;Entregado;36.42;53.2
807;Domingo;Marzo;;Manuel López;Dirección 1621;Empleado 1621;Puesto 1621;Jalapa; Envío urgente; Envío urgente;1.18;32;En Bodega;19.98;44.63
203;Jueves;Diciembre;2023;Valeria Espinoza;Dirección 1622;Empleado 1622;Puesto 1622;Villa Nueva; Paquete pequeño; Paquete pequeño;3.25;98;Entregado;40.75;12.19
49;Jueves;Diciembre;;Roberto López;Dirección 1623;Empleado 1623;Puesto 1623;Retalhuleu; Paquete de accesorios; Paquete de accesorios;1.92;81;Recolectado;49.22;1.01
850;Domingo;Enero;2023;Daniel Espinoza;Dirección 1624;Empleado 1624;Puesto 1624;Mazatenango; Caja grande; Caja grande;6.75;100;Recolectado;8.61;25.42
120;Sábado;Noviembre;2022;Carmen Delgado;Dirección 1625;Empleado 1625;Puesto 1625;San Lucas Sacatepéquez; Paquete con seguimiento; Paquete con seguimiento;0.61;12;Entregado;7.31;4.5
96;Martes;Abril;2020;Raquel Quirós;Dirección 1626;Empleado 1626;Puesto 1626;Patzún; Carga consolidada; Carga consolidada;2.28;13;Pendiente;18.01;66.85
837;Domingo;Enero;2022;Alejandro Núñez;Dirección 1627;Empleado 1627;Puesto 1627;San Francisco El Alto; Bulto pesado; Bulto pesado;5.25;86;Entregado;38.82;
397;Domingo;Octubre;2020;Juan Pérez;Dirección 1628;Empleado 1628;Puesto 1628;Retalhuleu; Envío de alimentos perecederos; Envío de alimentos perecederos;9.83;18;Recolectado;40.81;11.68
488;Domingo;Febrero;;Víctor Araya;Dirección 1629;Empleado 1629;Puesto 1629;Cobán; Caja de muebles pequeños; Caja de muebles pequeños;4.47;27;En Bodega;24.57;63.38
767;Jueves;Febrero;2023;José Pérez;Dirección 1630;Empleado 1630;Puesto 1630;Santa Cruz del Quiché; Envío de juguetes; Envío de juguetes;6.17;92;Entregado;35.62;85.97
807;Domingo;Junio;2022;Manuel Gómez;Dirección 1631;Empleado 1631;Puesto 1631;San Pablo Jocopilas; Envío de material impreso; Envío de material impreso;4.27;4;Pendiente;7.92;91.49
57;Domingo;Mayo;2021;José Montes;Dirección 1632;Empleado 1632;Puesto 1632;Petapa; Envío de material impreso; Envío de material impreso;8.09;109;Pendiente;9.75;
945;Jueves;Septiembre;2023;Ricardo Ortega;Dirección 1633;Empleado 1633;Puesto 1633;Asunción Mita; Envío de material impreso; Envío de material impreso;7.82;51;Devolución;15.96;13.39
301;Domingo;Enero;;Catalina Cordero;Dirección 1634;Empleado 1634;Puesto 1634;Nahualá; Paquete de libros; Paquete de libros;4.67;76;Entregado;14.22;97.19
662;Sábado;Noviembre;2020;Lucía Aguilar;Dirección 1635;Empleado 1635;Puesto 1635;Malacatán; Carga peligrosa; Carga peligrosa;8.7;50;Pendiente;26.67;59.88
517;Viernes;Octubre;2021;Pedro Paredes;Dirección 1636;Empleado 1636;Puesto 1636;San Francisco El Alto; Caja de muebles pequeños; Caja de muebles pequeños;4.04;44;Pendiente;8.52;
18;Martes;Octubre;2020;Joaquín López;Dirección 1637;Empleado 1637;Puesto 1637;Patulul; Caja de muebles pequeños; Caja de muebles pequeños;4.57;43;Devolución;8.67;93.58
795;Sábado;Marzo;2022;Alejandro Gómez;Dirección 1638;Empleado 1638;Puesto 1638;Cobán; Paquete sensible al calor; Paquete sensible al calor;9.78;69;En Bodega;47.12;
499;Lunes;Diciembre;2023;Ana Villalobos;Dirección 1639;Empleado 1639;Puesto 1639;San Pedro Ayampuc; Envío de artículos de belleza; Envío de artículos de belleza;7.56;43;Devolución;5.57;57.39
100;Jueves;Abril;2022;Lucía Núñez;Dirección 1640;Empleado 1640;Puesto 1640;Patzún; Caja de tecnología; Caja de tecnología;0.47;104;Entregado;9.83;65.3
87;Martes;Noviembre;2020;Paula Torres;Dirección 1641;Empleado 1641;Puesto 1641;Jacaltenango; Envío marítimo; Envío marítimo;5.51;98;En Bodega;15.75;
22;Martes;Marzo;2020;Rosa Castro;Dirección 1642;Empleado 1642;Puesto 1642;Jalapa; Caja de mercancía; Caja de mercancía;9.33;16;Pendiente;23.85;33.33
845;Martes;Enero;2023;Juan Ortega;Dirección 1643;Empleado 1643;Puesto 1643;San José Pinula; Caja pequeña; Caja pequeña;4.78;7;Devolución;30.14;48.06
35;Viernes;Febrero;2022;Raquel Navarro;Dirección 1644;Empleado 1644;Puesto 1644;San Benito; Paquete pequeño; Paquete pequeño;7.2;118;Pendiente;30.6;
62;Martes;Abril;2021;Juan Mendoza;Dirección 1645;Empleado 1645;Puesto 1645;Villa Nueva; Caja de mercancía; Caja de mercancía;1.94;108;Entregado;28.34;22.55
378;Domingo;Febrero;2022;Raquel Fernández;Dirección 1646;Empleado 1646;Puesto 1646;Ostuncalco; Envío de material impreso; Envío de material impreso;3.08;30;Pendiente;28.35;17.96
503;Martes;Septiembre;;Joaquín Pérez;Dirección 1647;Empleado 1647;Puesto 1647;San Pedro Ayampuc; Envío a sucursal; Envío a sucursal;8.51;120;Recolectado;37.66;42.83
632;Jueves;Marzo;;Rosa Rodríguez;Dirección 1648;Empleado 1648;Puesto 1648;Chimaltenango; Caja pequeña; Caja pequeña;9.36;73;En Bodega;18.98;11.84
616;Martes;Agosto;2022;Paula Paredes;Dirección 1649;Empleado 1649;Puesto 1649;Chiquimula; Caja de regalo; Caja de regalo;3.79;82;Pendiente;13.93;
466;Viernes;Mayo;2022;María Vargas;Dirección 1650;Empleado 1650;Puesto 1650;Cobán; Caja de ropa; Caja de ropa;2.92;117;Pendiente;45.43;82.54
962;Lunes;Agosto;2023;Miguel Silva;Dirección 1651;Empleado 1651;Puesto 1651;San Pedro Sacatepéquez; Caja de herramientas; Caja de herramientas;6.27;57;Recolectado;49.92;68.39
579;Domingo;Noviembre;2021;Natalia López;Dirección 1652;Empleado 1652;Puesto 1652;Guatemala City; Carga peligrosa; Carga peligrosa;9.93;20;Recolectado;49.17;50.13
193;Viernes;Abril;2020;Laura Núñez;Dirección 1653;Empleado 1653;Puesto 1653;San Pedro Sacatepéquez; Sobre pequeño; Sobre pequeño;5.81;52;Recolectado;38.18;22.46
337;Domingo;Marzo;;Roberto Duarte;Dirección 1654;Empleado 1654;Puesto 1654;La Gomera; Paquete discreto; Paquete discreto;6.85;94;Recolectado;9.04;42.84
11;Jueves;Mayo;2020;Patricia Mendoza;Dirección 1655;Empleado 1655;Puesto 1655;Quetzaltenango; Caja grande; Caja grande;4.53;49;Recolectado;33.12;51.04
979;Martes;Abril;2023;Eduardo Montes;Dirección 1656;Empleado 1656;Puesto 1656;Cobán; Sobre grande; Sobre grande;6.27;15;Pendiente;45.05;85.14
272;Sábado;Junio;2020;Víctor Pérez;Dirección 1657;Empleado 1657;Puesto 1657;Santa Catarina Pinula; Envío urgente; Envío urgente;1.97;50;Recolectado;23.64;78.91
184;Miércoles;Junio;2023;Luis Delgado;Dirección 1658;Empleado 1658;Puesto 1658;Jutiapa; Caja de muebles pequeños; Caja de muebles pequeños;4.64;68;Pendiente;19.73;
194;Jueves;Agosto;2022;Carmen Bravo;Dirección 1659;Empleado 1659;Puesto 1659;Guatemala City; Carga industrial; Carga industrial;8.73;96;Devolución;19.09;
884;Domingo;Septiembre;2021;Eduardo Fernández;Dirección 1660;Empleado 1660;Puesto 1660;Chimaltenango; Envío frágil; Envío frágil;2.19;81;En Bodega;19.67;95.43
248;Sábado;Diciembre;2023;Eduardo Aguilar;Dirección 1661;Empleado 1661;Puesto 1661;Chimaltenango; Envío de alimentos perecederos; Envío de alimentos perecederos;7.49;84;Entregado;42.4;31.16
431;Lunes;Julio;2023;Carolina Zamora;Dirección 1662;Empleado 1662;Puesto 1662;Jocotenango; Paquete de accesorios; Paquete de accesorios;8.63;88;Entregado;16.22;62.83
730;Lunes;Junio;2021;Paula Silva;Dirección 1663;Empleado 1663;Puesto 1663;Amatitlán; Envío a zona remota; Envío a zona remota;3.04;10;Recolectado;38.16;35.17
636;Domingo;Agosto;2020;Juan Rojas;Dirección 1664;Empleado 1664;Puesto 1664;Petapa; Bulto ligero; Bulto ligero;7.2;113;En Bodega;40.35;52.52
236;Jueves;Septiembre;2020;María Acosta;Dirección 1665;Empleado 1665;Puesto 1665;Totonicapán; Envío frágil; Envío frágil;0.26;72;Entregado;13.85;64.56
621;Lunes;Agosto;2021;Clara Martínez;Dirección 1666;Empleado 1666;Puesto 1666;Palín; Envío de muestras; Envío de muestras;3.16;107;Recolectado;34.61;74.7
813;Jueves;Octubre;;Antonia Ortega;Dirección 1667;Empleado 1667;Puesto 1667;Nebaj; Envío marítimo; Envío marítimo;9.4;119;En Bodega;7.71;1.86
537;Sábado;Julio;2022;Felipe Castro;Dirección 1668;Empleado 1668;Puesto 1668;Jacaltenango; Caja de tecnología; Caja de tecnología;7.29;76;Entregado;48.41;70.66
836;Martes;Noviembre;2022;Clara Díaz;Dirección 1669;Empleado 1669;Puesto 1669;Ciudad Vieja; Paquete de accesorios; Paquete de accesorios;8.53;49;Recolectado;6.16;65.58
128;Lunes;Abril;2023;Andrés Duarte;Dirección 1670;Empleado 1670;Puesto 1670;Santa Catarina Pinula; Caja pequeña; Caja pequeña;3.53;64;En Bodega;38.6;17.86
312;Sábado;Septiembre;2020;Laura Jiménez;Dirección 1671;Empleado 1671;Puesto 1671;Nahualá; Caja mediana; Caja mediana;6.41;17;En Bodega;5.08;4.2
596;Martes;Noviembre;2020;Natalia García;Dirección 1672;Empleado 1672;Puesto 1672;Sanarate; Envío de material impreso; Envío de material impreso;4.01;90;En Bodega;40.57;57.83
994;Domingo;Enero;2023;Valeria Ochoa;Dirección 1673;Empleado 1673;Puesto 1673;Sololá; Envío de alimentos perecederos; Envío de alimentos perecederos;4.85;76;Devolución;38.24;
878;Lunes;Enero;2023;Clara Núñez;Dirección 1674;Empleado 1674;Puesto 1674;Jalapa; Envío aéreo; Envío aéreo;7.87;4;En Bodega;11.01;70.41
713;Martes;Diciembre;2021;Rosa Rodríguez;Dirección 1675;Empleado 1675;Puesto 1675;Petapa; Caja de tecnología; Caja de tecnología;8.67;50;Devolución;12.47;56.53
957;Sábado;Septiembre;2020;Elena Torres;Dirección 1676;Empleado 1676;Puesto 1676;San Pedro Sacatepéquez; Envío de productos frágiles; Envío de productos frágiles;2.96;28;Pendiente;24.08;23.59
512;Martes;Octubre;2020;Felipe Hernández;Dirección 1677;Empleado 1677;Puesto 1677;Petapa; Caja grande; Caja grande;9.35;63;Recolectado;23.92;30.76
852;Sábado;Abril;2023;Óscar García;Dirección 1678;Empleado 1678;Puesto 1678;Jocotenango; Envío express; Envío express;3.85;71;Devolución;18.7;63.82
371;Jueves;Febrero;;Eduardo López;Dirección 1679;Empleado 1679;Puesto 1679;Villa Canales; Caja de regalo; Caja de regalo;7.99;37;Devolución;21.95;68.38
382;Jueves;Diciembre;;Carolina Vargas;Dirección 1680;Empleado 1680;Puesto 1680;San Pablo Jocopilas; Paquete certificado; Paquete certificado;4.02;5;En Bodega;23.13;9.02
134;Domingo;Diciembre;2022;Catalina Silva;Dirección 1681;Empleado 1681;Puesto 1681;San Francisco El Alto; Envío de muestras; Envío de muestras;8.74;41;Entregado;14.49;48.98
335;Miércoles;Junio;;Daniel Montes;Dirección 1682;Empleado 1682;Puesto 1682;San Francisco El Alto; Envío de juguetes; Envío de juguetes;9.83;48;Pendiente;18.01;4.11
34;Martes;Octubre;2021;Manuel Acosta;Dirección 1683;Empleado 1683;Puesto 1683;San Juan Sacatepéquez; Carga consolidada; Carga consolidada;8.84;19;Recolectado;19.79;77.61
123;Sábado;Enero;2020;Patricia Ruiz;Dirección 1684;Empleado 1684;Puesto 1684;Chiquimula; Envío de juguetes; Envío de juguetes;6.23;47;Devolución;37.72;11.98
928;Viernes;Octubre;2023;Alejandro Cordero;Dirección 1685;Empleado 1685;Puesto 1685;Cobán; Envío económico; Envío económico;8.22;109;Recolectado;18.59;72.81
497;Domingo;Abril;;Elena Fernández;Dirección 1686;Empleado 1686;Puesto 1686;Sumpango; Bulto ligero; Bulto ligero;0.67;85;Recolectado;33.95;80.72
611;Jueves;Enero;2020;Valeria Fernández;Dirección 1687;Empleado 1687;Puesto 1687;Cantel; Envío de muestras; Envío de muestras;5.04;67;Entregado;22.75;
225;Sábado;Julio;2021;Óscar Jiménez;Dirección 1688;Empleado 1688;Puesto 1688;Puerto Barrios; Envío marítimo; Envío marítimo;4.04;90;Entregado;25.89;64.48
551;Viernes;Noviembre;;Joaquín Silva;Dirección 1689;Empleado 1689;Puesto 1689;San Pedro Sacatepéquez; Caja de regalo; Caja de regalo;4.48;5;Recolectado;28.89;24.08
753;Jueves;Febrero;2023;Miguel Hernández;Dirección 1690;Empleado 1690;Puesto 1690;Escuintla; Paquete sensible al calor; Paquete sensible al calor;6.36;30;Pendiente;22.64;94.31
88;Lunes;Agosto;2021;Antonia Moreno;Dirección 1691;Empleado 1691;Puesto 1691;San Pablo Jocopilas; Paquete mediano; Paquete mediano;1.6;73;Entregado;37.35;18.27
473;Miércoles;Junio;2021;Rosa García;Dirección 1692;Empleado 1692;Puesto 1692;Sololá; Envío frágil; Envío frágil;8.67;102;Entregado;48.71;2.21
636;Lunes;Febrero;2020;Laura Hernández;Dirección 1693;Empleado 1693;Puesto 1693;Chimaltenango; Envío de productos frágiles; Envío de productos frágiles;0.18;91;Recolectado;33.93;84.63
848;Sábado;Mayo;2021;Roberto Ochoa;Dirección 1694;Empleado 1694;Puesto 1694;San Lucas Sacatepéquez; Envío internacional; Envío internacional;4.98;100;Pendiente;31.93;21.89
410;Lunes;Febrero;;Felipe Vargas;Dirección 1695;Empleado 1695;Puesto 1695;San Marcos; Bulto ligero; Bulto ligero;4.86;58;En Bodega;41.76;
522;Domingo;Agosto;2022;Juan Villalobos;Dirección 1696;Empleado 1696;Puesto 1696;Escuintla; Paquete certificado; Paquete certificado;0.67;67;Pendiente;29.24;27.89
249;Miércoles;Julio;2020;Lucía Aguilar;Dirección 1697;Empleado 1697;Puesto 1697;Chimaltenango; Caja de muebles pequeños; Caja de muebles pequeños;5.95;105;Devolución;28.06;77.62
100;Viernes;Enero;;Ricardo Núñez;Dirección 1698;Empleado 1698;Puesto 1698;San Pablo Jocopilas; Sobre pequeño; Sobre pequeño;6.94;58;Recolectado;19.01;
468;Lunes;Noviembre;2021;David Rojas;Dirección 1699;Empleado 1699;Puesto 1699;Ostuncalco; Paquete mediano; Paquete mediano;8.69;10;Entregado;19.77;69.2
176;Martes;Septiembre;2021;María Ríos;Dirección 1700;Empleado 1700;Puesto 1700;Mazatenango; Caja de muebles pequeños; Caja de muebles pequeños;1.81;38;En Bodega;44.63;61.25
237;Lunes;Octubre;2023;Antonia Fernández;Dirección 1701;Empleado 1701;Puesto 1701;Nebaj; Paquete de accesorios; Paquete de accesorios;9.19;56;Devolución;13.15;
193;Sábado;Agosto;2023;Daniel Rojas;Dirección 1702;Empleado 1702;Puesto 1702;Mixco; Envío de artículos de belleza; Envío de artículos de belleza;3.05;75;Recolectado;44.43;82.1
155;Sábado;Mayo;2020;Roberto Ochoa;Dirección 1703;Empleado 1703;Puesto 1703;San Benito; Caja de regalo; Caja de regalo;9.34;108;Entregado;17.56;76.69
150;Viernes;Julio;2022;Sofía Hernández;Dirección 1704;Empleado 1704;Puesto 1704;Barberena; Envío internacional; Envío internacional;1.75;83;Devolución;23.14;49.79
723;Lunes;Septiembre;2021;Rosa Fernández;Dirección 1705;Empleado 1705;Puesto 1705;Sanarate; Paquete con seguro; Paquete con seguro;0.8;94;Pendiente;21.11;63.52
725;Sábado;Mayo;2021;Miguel Reyes;Dirección 1706;Empleado 1706;Puesto 1706;Asunción Mita; Caja de ropa; Caja de ropa;5.57;72;Entregado;17.24;77.98
931;Domingo;Julio;2020;Óscar Quirós;Dirección 1707;Empleado 1707;Puesto 1707;Cantel; Bulto pesado; Bulto pesado;9.44;27;Recolectado;31.69;72.17
